"country","year","sex","age","num_suicides","population","suicides_100k","key","gdp","gdp_per_capita","generation","region"
"Austria",2007,"male","5-14",2,455269,0.44,"Austria2007",388691445387,49218,"Generation Z","Europe & Central Asia"
"Austria",2007,"female","5-14",0,433193,0,"Austria2007",388691445387,49218,"Generation Z","Europe & Central Asia"
"Austria",2008,"male","75+",200,231083,86.55,"Austria2008",430294287388,54294,"Silent","Europe & Central Asia"
"Austria",2008,"male","55-74",276,811538,34.01,"Austria2008",430294287388,54294,"Silent","Europe & Central Asia"
"Austria",2008,"male","35-54",340,1295943,26.24,"Austria2008",430294287388,54294,"Boomers","Europe & Central Asia"
"Austria",2008,"female","75+",72,430534,16.72,"Austria2008",430294287388,54294,"Silent","Europe & Central Asia"
"Austria",2008,"male","25-34",86,542606,15.85,"Austria2008",430294287388,54294,"Generation X","Europe & Central Asia"
"Austria",2008,"male","15-24",59,519137,11.37,"Austria2008",430294287388,54294,"Millenials","Europe & Central Asia"
"Austria",2008,"female","55-74",82,895882,9.15,"Austria2008",430294287388,54294,"Silent","Europe & Central Asia"
"Austria",2008,"female","35-54",112,1285210,8.71,"Austria2008",430294287388,54294,"Boomers","Europe & Central Asia"
"Austria",2008,"female","15-24",18,500763,3.59,"Austria2008",430294287388,54294,"Millenials","Europe & Central Asia"
"Austria",2008,"female","25-34",18,539635,3.34,"Austria2008",430294287388,54294,"Generation X","Europe & Central Asia"
"Austria",2008,"female","5-14",2,425776,0.47,"Austria2008",430294287388,54294,"Generation Z","Europe & Central Asia"
"Austria",2008,"male","5-14",2,447151,0.45,"Austria2008",430294287388,54294,"Generation Z","Europe & Central Asia"
"Austria",2009,"male","75+",187,235822,79.3,"Austria2009",400172297861,50356,"Silent","Europe & Central Asia"
"Austria",2009,"male","55-74",279,823727,33.87,"Austria2009",400172297861,50356,"Silent","Europe & Central Asia"
"Austria",2009,"male","35-54",332,1297322,25.59,"Austria2009",400172297861,50356,"Boomers","Europe & Central Asia"
"Austria",2009,"male","25-34",99,542799,18.24,"Austria2009",400172297861,50356,"Generation X","Europe & Central Asia"
"Austria",2009,"female","75+",68,430726,15.79,"Austria2009",400172297861,50356,"Silent","Europe & Central Asia"
"Austria",2009,"male","15-24",72,519901,13.85,"Austria2009",400172297861,50356,"Millenials","Europe & Central Asia"
"Austria",2009,"female","55-74",103,908213,11.34,"Austria2009",400172297861,50356,"Silent","Europe & Central Asia"
"Austria",2009,"female","35-54",101,1289816,7.83,"Austria2009",400172297861,50356,"Boomers","Europe & Central Asia"
"Austria",2009,"female","25-34",18,539304,3.34,"Austria2009",400172297861,50356,"Generation X","Europe & Central Asia"
"Austria",2009,"female","15-24",11,501225,2.19,"Austria2009",400172297861,50356,"Millenials","Europe & Central Asia"
"Austria",2009,"female","5-14",5,418410,1.2,"Austria2009",400172297861,50356,"Generation Z","Europe & Central Asia"
"Austria",2009,"male","5-14",3,439629,0.68,"Austria2009",400172297861,50356,"Generation Z","Europe & Central Asia"
"Austria",2010,"male","75+",180,240431,74.87,"Austria2010",391892746545,49181,"Silent","Europe & Central Asia"
"Austria",2010,"male","55-74",287,838208,34.24,"Austria2010",391892746545,49181,"Silent","Europe & Central Asia"
"Austria",2010,"male","35-54",325,1296607,25.07,"Austria2010",391892746545,49181,"Generation X","Europe & Central Asia"
"Austria",2010,"male","15-24",91,518657,17.55,"Austria2010",391892746545,49181,"Millenials","Europe & Central Asia"
"Austria",2010,"male","25-34",85,542986,15.65,"Austria2010",391892746545,49181,"Generation X","Europe & Central Asia"
"Austria",2010,"female","75+",62,431151,14.38,"Austria2010",391892746545,49181,"Silent","Europe & Central Asia"
"Austria",2010,"female","55-74",90,923411,9.75,"Austria2010",391892746545,49181,"Silent","Europe & Central Asia"
"Austria",2010,"female","35-54",102,1291400,7.9,"Austria2010",391892746545,49181,"Generation X","Europe & Central Asia"
"Austria",2010,"female","25-34",25,539299,4.64,"Austria2010",391892746545,49181,"Generation X","Europe & Central Asia"
"Austria",2010,"female","15-24",14,499638,2.8,"Austria2010",391892746545,49181,"Millenials","Europe & Central Asia"
"Austria",2010,"male","5-14",2,433795,0.46,"Austria2010",391892746545,49181,"Generation Z","Europe & Central Asia"
"Austria",2010,"female","5-14",1,412838,0.24,"Austria2010",391892746545,49181,"Generation Z","Europe & Central Asia"
"Austria",2011,"male","75+",196,245207,79.93,"Austria2011",431120310089,53923,"Silent","Europe & Central Asia"
"Austria",2011,"male","55-74",276,855700,32.25,"Austria2011",431120310089,53923,"Boomers","Europe & Central Asia"
"Austria",2011,"male","35-54",336,1292255,26,"Austria2011",431120310089,53923,"Generation X","Europe & Central Asia"
"Austria",2011,"male","25-34",97,546027,17.76,"Austria2011",431120310089,53923,"Millenials","Europe & Central Asia"
"Austria",2011,"female","75+",58,431128,13.45,"Austria2011",431120310089,53923,"Silent","Europe & Central Asia"
"Austria",2011,"male","15-24",67,518095,12.93,"Austria2011",431120310089,53923,"Millenials","Europe & Central Asia"
"Austria",2011,"female","55-74",113,942311,11.99,"Austria2011",431120310089,53923,"Boomers","Europe & Central Asia"
"Austria",2011,"female","35-54",95,1288452,7.37,"Austria2011",431120310089,53923,"Generation X","Europe & Central Asia"
"Austria",2011,"female","15-24",23,498172,4.62,"Austria2011",431120310089,53923,"Millenials","Europe & Central Asia"
"Austria",2011,"female","25-34",23,542031,4.24,"Austria2011",431120310089,53923,"Millenials","Europe & Central Asia"
"Austria",2011,"male","5-14",3,428198,0.7,"Austria2011",431120310089,53923,"Generation Z","Europe & Central Asia"
"Austria",2011,"female","5-14",1,407570,0.25,"Austria2011",431120310089,53923,"Generation Z","Europe & Central Asia"
"Austria",2012,"male","75+",189,250032,75.59,"Austria2012",409425234155,50979,"Silent","Europe & Central Asia"
"Austria",2012,"male","55-74",298,874391,34.08,"Austria2012",409425234155,50979,"Boomers","Europe & Central Asia"
"Austria",2012,"male","35-54",332,1286522,25.81,"Austria2012",409425234155,50979,"Generation X","Europe & Central Asia"
"Austria",2012,"male","25-34",99,553047,17.9,"Austria2012",409425234155,50979,"Millenials","Europe & Central Asia"
"Austria",2012,"female","75+",76,430436,17.66,"Austria2012",409425234155,50979,"Silent","Europe & Central Asia"
"Austria",2012,"male","15-24",66,519503,12.7,"Austria2012",409425234155,50979,"Millenials","Europe & Central Asia"
"Austria",2012,"female","55-74",99,962372,10.29,"Austria2012",409425234155,50979,"Boomers","Europe & Central Asia"
"Austria",2012,"female","35-54",87,1283769,6.78,"Austria2012",409425234155,50979,"Generation X","Europe & Central Asia"
"Austria",2012,"female","25-34",20,547787,3.65,"Austria2012",409425234155,50979,"Millenials","Europe & Central Asia"
"Austria",2012,"female","15-24",6,497838,1.21,"Austria2012",409425234155,50979,"Millenials","Europe & Central Asia"
"Austria",2012,"male","5-14",3,422849,0.71,"Austria2012",409425234155,50979,"Generation Z","Europe & Central Asia"
"Austria",2012,"female","5-14",1,402730,0.25,"Austria2012",409425234155,50979,"Generation Z","Europe & Central Asia"
"Austria",2013,"male","75+",221,255540,86.48,"Austria2013",430068712972,53229,"Silent","Europe & Central Asia"
"Austria",2013,"male","55-74",299,893602,33.46,"Austria2013",430068712972,53229,"Boomers","Europe & Central Asia"
"Austria",2013,"male","35-54",317,1282009,24.73,"Austria2013",430068712972,53229,"Generation X","Europe & Central Asia"
"Austria",2013,"female","75+",64,431074,14.85,"Austria2013",430068712972,53229,"Silent","Europe & Central Asia"
"Austria",2013,"male","25-34",75,563630,13.31,"Austria2013",430068712972,53229,"Millenials","Europe & Central Asia"
"Austria",2013,"female","55-74",118,981829,12.02,"Austria2013",430068712972,53229,"Boomers","Europe & Central Asia"
"Austria",2013,"male","15-24",54,518852,10.41,"Austria2013",430068712972,53229,"Millenials","Europe & Central Asia"
"Austria",2013,"female","35-54",94,1279480,7.35,"Austria2013",430068712972,53229,"Generation X","Europe & Central Asia"
"Austria",2013,"female","25-34",25,556475,4.49,"Austria2013",430068712972,53229,"Millenials","Europe & Central Asia"
"Austria",2013,"female","15-24",20,496526,4.03,"Austria2013",430068712972,53229,"Millenials","Europe & Central Asia"
"Austria",2013,"female","5-14",3,400256,0.75,"Austria2013",430068712972,53229,"Generation Z","Europe & Central Asia"
"Austria",2013,"male","5-14",1,420342,0.24,"Austria2013",430068712972,53229,"Generation Z","Europe & Central Asia"
"Austria",2014,"male","75+",206,269625,76.4,"Austria2014",441885415806,54278,"Silent","Europe & Central Asia"
"Austria",2014,"male","55-74",282,906857,31.1,"Austria2014",441885415806,54278,"Boomers","Europe & Central Asia"
"Austria",2014,"male","35-54",321,1280204,25.07,"Austria2014",441885415806,54278,"Generation X","Europe & Central Asia"
"Austria",2014,"female","75+",77,442472,17.4,"Austria2014",441885415806,54278,"Silent","Europe & Central Asia"
"Austria",2014,"male","25-34",100,576126,17.36,"Austria2014",441885415806,54278,"Millenials","Europe & Central Asia"
"Austria",2014,"male","15-24",79,516580,15.29,"Austria2014",441885415806,54278,"Millenials","Europe & Central Asia"
"Austria",2014,"female","55-74",108,993973,10.87,"Austria2014",441885415806,54278,"Boomers","Europe & Central Asia"
"Austria",2014,"female","35-54",93,1276047,7.29,"Austria2014",441885415806,54278,"Generation X","Europe & Central Asia"
"Austria",2014,"female","25-34",29,566622,5.12,"Austria2014",441885415806,54278,"Millenials","Europe & Central Asia"
"Austria",2014,"female","15-24",17,493605,3.44,"Austria2014",441885415806,54278,"Millenials","Europe & Central Asia"
"Austria",2014,"male","5-14",2,419646,0.48,"Austria2014",441885415806,54278,"Generation Z","Europe & Central Asia"
"Austria",2014,"female","5-14",0,399408,0,"Austria2014",441885415806,54278,"Generation Z","Europe & Central Asia"
"Austria",2015,"male","75+",214,290329,73.71,"Austria2015",382065930308,46484,"Silent","Europe & Central Asia"
"Austria",2015,"male","55-74",294,915115,32.13,"Austria2015",382065930308,46484,"Boomers","Europe & Central Asia"
"Austria",2015,"male","35-54",313,1279822,24.46,"Austria2015",382065930308,46484,"Generation X","Europe & Central Asia"
"Austria",2015,"female","75+",70,461676,15.16,"Austria2015",382065930308,46484,"Silent","Europe & Central Asia"
"Austria",2015,"male","25-34",78,590968,13.2,"Austria2015",382065930308,46484,"Millenials","Europe & Central Asia"
"Austria",2015,"male","15-24",61,519646,11.74,"Austria2015",382065930308,46484,"Millenials","Europe & Central Asia"
"Austria",2015,"female","55-74",100,998854,10.01,"Austria2015",382065930308,46484,"Boomers","Europe & Central Asia"
"Austria",2015,"female","35-54",79,1273034,6.21,"Austria2015",382065930308,46484,"Generation X","Europe & Central Asia"
"Austria",2015,"female","15-24",19,490742,3.87,"Austria2015",382065930308,46484,"Millenials","Europe & Central Asia"
"Austria",2015,"female","25-34",21,576661,3.64,"Austria2015",382065930308,46484,"Millenials","Europe & Central Asia"
"Austria",2015,"female","5-14",1,400831,0.25,"Austria2015",382065930308,46484,"Generation Z","Europe & Central Asia"
"Austria",2015,"male","5-14",1,421708,0.24,"Austria2015",382065930308,46484,"Generation Z","Europe & Central Asia"
"Belgium",2002,"male","75+",173,280663,61.64,"Belgium2002",258860436665,26526,"Silent","Europe & Central Asia"
"Belgium",2002,"male","35-54",636,1532542,41.5,"Belgium2002",258860436665,26526,"Boomers","Europe & Central Asia"
"Belgium",2002,"male","55-74",344,976466,35.23,"Belgium2002",258860436665,26526,"Silent","Europe & Central Asia"
"Belgium",2002,"male","25-34",235,708881,33.15,"Belgium2002",258860436665,26526,"Generation X","Europe & Central Asia"
"Belgium",2002,"female","55-74",186,1080063,17.22,"Belgium2002",258860436665,26526,"Silent","Europe & Central Asia"
"Belgium",2002,"male","15-24",107,633971,16.88,"Belgium2002",258860436665,26526,"Millenials","Europe & Central Asia"
"Belgium",2002,"female","35-54",242,1503026,16.1,"Belgium2002",258860436665,26526,"Boomers","Europe & Central Asia"
"Belgium",2002,"female","75+",66,506614,13.03,"Belgium2002",258860436665,26526,"Silent","Europe & Central Asia"
"Belgium",2002,"female","25-34",58,692308,8.38,"Belgium2002",258860436665,26526,"Generation X","Europe & Central Asia"
"Belgium",2002,"female","15-24",24,614288,3.91,"Belgium2002",258860436665,26526,"Millenials","Europe & Central Asia"
"Belgium",2002,"female","5-14",3,600964,0.5,"Belgium2002",258860436665,26526,"Millenials","Europe & Central Asia"
"Belgium",2002,"male","5-14",2,628784,0.32,"Belgium2002",258860436665,26526,"Millenials","Europe & Central Asia"
"Belgium",2003,"male","75+",179,289022,61.93,"Belgium2003",319002821670,32538,"Silent","Europe & Central Asia"
"Belgium",2003,"male","35-54",684,1538139,44.47,"Belgium2003",319002821670,32538,"Boomers","Europe & Central Asia"
"Belgium",2003,"male","55-74",324,991219,32.69,"Belgium2003",319002821670,32538,"Silent","Europe & Central Asia"
"Belgium",2003,"male","25-34",221,702195,31.47,"Belgium2003",319002821670,32538,"Generation X","Europe & Central Asia"
"Belgium",2003,"male","15-24",121,636426,19.01,"Belgium2003",319002821670,32538,"Millenials","Europe & Central Asia"
"Belgium",2003,"female","55-74",169,1090130,15.5,"Belgium2003",319002821670,32538,"Silent","Europe & Central Asia"
"Belgium",2003,"female","35-54",218,1509017,14.45,"Belgium2003",319002821670,32538,"Boomers","Europe & Central Asia"
"Belgium",2003,"female","75+",60,515520,11.64,"Belgium2003",319002821670,32538,"Silent","Europe & Central Asia"
"Belgium",2003,"female","25-34",64,687593,9.31,"Belgium2003",319002821670,32538,"Generation X","Europe & Central Asia"
"Belgium",2003,"female","15-24",39,616806,6.32,"Belgium2003",319002821670,32538,"Millenials","Europe & Central Asia"
"Belgium",2003,"male","5-14",8,627838,1.27,"Belgium2003",319002821670,32538,"Millenials","Europe & Central Asia"
"Belgium",2003,"female","5-14",4,600217,0.67,"Belgium2003",319002821670,32538,"Millenials","Europe & Central Asia"
"Belgium",2004,"male","75+",157,297919,52.7,"Belgium2004",370885026074,37661,"Silent","Europe & Central Asia"
"Belgium",2004,"male","35-54",618,1542915,40.05,"Belgium2004",370885026074,37661,"Boomers","Europe & Central Asia"
"Belgium",2004,"male","55-74",343,1005599,34.11,"Belgium2004",370885026074,37661,"Silent","Europe & Central Asia"
"Belgium",2004,"male","25-34",205,696334,29.44,"Belgium2004",370885026074,37661,"Generation X","Europe & Central Asia"
"Belgium",2004,"male","15-24",124,638439,19.42,"Belgium2004",370885026074,37661,"Millenials","Europe & Central Asia"
"Belgium",2004,"female","35-54",237,1515362,15.64,"Belgium2004",370885026074,37661,"Boomers","Europe & Central Asia"
"Belgium",2004,"female","55-74",146,1099444,13.28,"Belgium2004",370885026074,37661,"Silent","Europe & Central Asia"
"Belgium",2004,"female","75+",65,525456,12.37,"Belgium2004",370885026074,37661,"Silent","Europe & Central Asia"
"Belgium",2004,"female","25-34",55,683475,8.05,"Belgium2004",370885026074,37661,"Generation X","Europe & Central Asia"
"Belgium",2004,"female","15-24",28,620047,4.52,"Belgium2004",370885026074,37661,"Millenials","Europe & Central Asia"
"Belgium",2004,"female","5-14",6,597900,1,"Belgium2004",370885026074,37661,"Millenials","Europe & Central Asia"
"Belgium",2004,"male","5-14",3,625132,0.48,"Belgium2004",370885026074,37661,"Millenials","Europe & Central Asia"
"Belgium",2005,"male","75+",170,308369,55.13,"Belgium2005",387365750529,39124,"Silent","Europe & Central Asia"
"Belgium",2005,"male","35-54",643,1549954,41.49,"Belgium2005",387365750529,39124,"Boomers","Europe & Central Asia"
"Belgium",2005,"male","55-74",370,1018252,36.34,"Belgium2005",387365750529,39124,"Silent","Europe & Central Asia"
"Belgium",2005,"male","25-34",195,691901,28.18,"Belgium2005",387365750529,39124,"Generation X","Europe & Central Asia"
"Belgium",2005,"female","55-74",173,1106872,15.63,"Belgium2005",387365750529,39124,"Silent","Europe & Central Asia"
